date,published_time,post_created_time,produced_by,permalink_url,title,message,primary_category_l0,primary_category,(Undefined)Suggestion for Change in Primary,Primary Category  Suggestion Explaination,Primary_Category_1,Secondary Category,Secondary Category Suggestion 3 or less and comma sep,Secondary Category Suggestion Explaination,Secondary_Category_1,Secondary_Category_1_revisited,video_type,video_type suggestion,Video_Type_1,voice_first_3_seconds,visual_first_3_seconds,visual_first_3_seconds_Other,background_music_type_first_3_seconds,Background Music In Beginning ,Video Format ,Video Length,thumbnail,thumbnail_Sentiment,thumbnail_famous_personality_name,thumbnail_famous_personality_profession,Tags
2019-12-26 , 11:30:15,2019-12-26 11:30:1577359801,AK,https://www.facebook.com/1954072204870360/posts/2535347286742846/,"All 130 Crore Indians Are Hindus, Says Mohan Bhagwat",क्यों संघ प्रमुख मोहन भागवत ने देश के सभी लोगों को कहा हिंदू?,Politics,Politics*,,,Politics,Daily NEWJ*,,,"Religion, Statement/Speech","Religion, Statement/Speech",Controversial,,Controversial, voice of famous personality (fpv),famous personality (fp),,no music,No,square,,Famous Personality,Proud,Mohan Bhagwat,Politics,not editable
2019-12-29 , 06:30:15,2019-12-29 06:30:1577601001,SP,https://www.facebook.com/1954072204870360/posts/2535279080083000/,Prafulla Kumar - Odisha's 'Dancing Sir',कैसे ये डांसिंग टीचर सोशल मीडिया पर जीत रहे हैं सबका दिल?,Education,Education,,,Education,Art,,,"Internet Sensation, Educational Institute, Famous Personality","Internet Sensation, Person Specific, Dance",Inspiring,,General , common voice (optv),commoner (np),,no music,No,square,,Commoner,"Happy, Action",,,not editable
2020-01-10 , 15:00:15,2020-01-10 15:00:1578668401,SP,https://www.facebook.com/1954072204870360/posts/2550794401864801/,Over 30000 Women Got Their Uterus Removed In Maharashtra,"क्यों कुछ पैसों की खातिर 30,000 महिलाओं ने दे दी कोख की बलि?

CMOMaharashtra | Dr Nitin Raut",Crime,Lifestyle,,,Lifestyle,Health,,,"Health,  Economy/Economic, News","Health,  Economy/Economic, News",Shocking/Surprising,,Shocking/Surprising, common voice (optv),commoner (np),,no music,No,square,,Commoner,Action,,,"Mumbai, Maharashtra, Uterus removed in maharashtra, beed, Nitin Raut, Sugarcane Worker"
2020-01-01 , 03:30:15,2020-01-01 03:30:1577849400,AK,https://www.facebook.com/1954072204870360/posts/2540352556242319/,Free Milk In The Exchange Of Plastic Waste In Panchkula,"10 प्लास्टिक की बोतल लाओ, दूध का पैकेट फ्री में ले जाओ

Panchkula Municipal Corporation",Environment,Environment,,,Environment/Ecosystem,Business & Money,,,"Pollution, Waste Management, Small Business","Crisis, Conservation",Inspiring,,Inspiring,text only (to),other,"auto, objects",relevant,Yes,square,,Object,Neutral ,,,"Haryana, Commercial Dairy Farming, Waste management, Free milk for plastic waste, Panchkula, Exchange plastic for milk, panchkula nagar nigam"
2019-12-26 , 08:44:15,2019-12-26 08:44:1577349888,DV,https://www.facebook.com/1954072204870360/posts/2535252810085627/,Ring Of Fire - Decade's Last Solar Eclipse Seen In Most Parts Of India,"देश ने देखा दशक का आखिरी सूर्य ग्रहण, प्रधानमंत्री मोदी ने शेयर की तस्वीर

Narendra Modi",Science & Tech,Daily NEWJ*,,,Environment/Ecosystem,Environment,,,News ,"News , Science",Informative,,Informative,text only (to),other,sun,neutral,Yes,square,,Nature,Neutral ,,,"Narendra Modi, Solar eclipse, Surya grahan, Narendra modi solar eclipse, ring of fire, last eclipse of the decade"
2019-12-29 , 15:05:15,2019-12-29 15:05:1577631900,DB,https://www.facebook.com/1954072204870360/posts/2536227693321472/,Sevabharathi - One Of Tamil Nadu's Largest NGOs,"एक ऐसी संस्था जो लोगों को दे रही है जीवन की नई रोशनी

Sevabharathi Tamilnadu",Education,Social Work,,,Lifestyle,Education,,,"Social Work, Educational Institute",Social Work,Informative,,Informative,other,commoner (np),,neutral,Yes,square,,Commoner,"Happy, Proud",,,"Tamil Nadu, Sevabharathi Tamil Nadu, Tsunami sevabharathi, sevabharathi videos tamil, sevabharathi tamil"
2019-12-26 , 04:30:15,2019-12-26 04:30:1577334600,SP,https://www.facebook.com/1954072204870360/posts/2534184340192474/,AAP Leader Bhagwant Mann's Verbal Spat With a Journalist,क्यों पत्रकार से प्रेस कॉन्फ्रेंस के दौरान भिड़ गए आम आदमी पार्टी के सांसद भगवंत मान?,Politics,Politics*,,,Politics,Daily NEWJ*,,,"Statement/Speech, Famous Personality","Statement/Speech, Famous Personality",Controversial,,Controversial, common voice (optv),commoner (np),,no music,No,square,,Commoner,"Anger, Action",,,"Aam Admi Party, Bhagwant Mann, Bhagwant Mann fight, Bhagwant Mann drunk, Bhagwant Mann Verbal spat, Bhagwant mann politics"
2019-12-25 , 11:23:15,2019-12-25 11:23:1577273001,AK,https://www.facebook.com/1954072204870360/posts/2534336616843913/,All That You Need To Know About NPR (National Population Register),"क्या है एनपीआर?

 Prakash Javadekar",Politics,Government,,,Government,Government,,,"Census, Facts",Facts,Explainers,,Explainers, voice of famous personality (fpv),famous personality (fp),,no music,No,square,,Crowd,Happy ,,,"NPR, NRC, CAA, Census 2021, National population register, Amit Shah, BJP, NRC and NPR"
2019-12-25 , 15:00:15,2019-12-25 15:00:1577286005,AK,https://www.facebook.com/1954072204870360/posts/2534172456860329/,Goa Police Turns Santa To Create Traffic Awareness,क्यों सड़को पर सांता क्लॉज बनी गोवा पुलिस?,Police - Army,Police-Army,,,Forces,Police-Army,,,"Police, Awareness","Police, Awareness",Funny,,"Funny, Inspiring",text only (to),commoner (np),,relevant,Yes,square,,Commoner,Happy ,,,"Goa, Santa Clause, Goa police turns Santa clause, Goa traffic police, Panji, Goa police, Christmas Celebration"
2019-12-27 , 04:30:15,2019-12-27 04:30:1577421000,AK,https://www.facebook.com/1954072204870360/posts/2535200876757487/,Truck Carrying An Abandoned Aircraft Gets Stuck Under a Flyover Bridge,कैसे हाइवे पर पुल के नीचे फंस गया ये प्लेन?,Daily NEWJ,Daily NEWJ*,,,Others,Daily NEWJ*,,,News,"News, Internet Sensation",Shocking/Surprising,,Shocking/Surprising,text only (to),other,Aircraft,neutral,No,square,,Object,Neutral ,,,"Durgapur, West Bengal, Plane gets stuck under the bridge, truck gets stuck, accident, road accident, truck under the bridge"
2019-12-26 , 15:00:15,2019-12-26 15:00:1577372405,SA,https://www.facebook.com/1954072204870360/posts/2535349966742578/,NEWJ Rewinds 2019 - A Year Of Elections In India,"चुनावों के मामले में कैसा रहा 2019?

#NEWJRewinds2019",Politics,Politics*,,,Politics,Politics*,,,Elections,News,Informative,,Compilation, common voice (optv),commoner (np),,neutral,Yes,square,,Famous Personality,Happy ,"Narendra Modi, Amit Shah",Politics,"Lok sabha elections, general election 2019, Maharashtra elections, Karnataka elections, Narendra Modi, BJP Govt, Jharkhand elections, elections"
2019-12-26 , 02:30:15,2019-12-26 02:30:1577327400,AK,https://www.facebook.com/1954072204870360/posts/2534127486864826/,Marking 15 Years Of Tsunami Tragedy,15 साल बाद भी ताजा हैं सुनामी के दिए हुए जख्म,Environment,Environment,,,Environment/Ecosystem,History,,,"Calamity, Anniversary",crisis,Day-specific,,Day-specific,text only (to),other,"Nature, sea water",neutral,Yes,square,,"Nature, Commoner","Fear, Action",,,"Indonesia, Tamil Nadu, Maldives, Tsunami, 15 years of Tsunami, Tsunami waves, Tsunami death toll, tsunami tides"
2019-12-25 , 13:00:15,2019-12-25 13:00:1577278800,SP,https://www.facebook.com/1954072204870360/posts/2533218686955706/,Aisi Taisi Democracy's Satirical Take On Pollution Crisis,"‘पल-पल दिल के पास’ के बाद अब आया पल-पल पॉल्यूशन

Aisi Taisi Democracy",X Do not use X Entertainment,Environment,,,Environment/Ecosystem,Environment,,,"Pollution, Political, Music","Crisis, Music",Trending,,Trending,other,commoner (np),,no music,No,square,,Commoner,Action,,,"Comedy & Parody Music, Aisi taisi Democracy, Rahul ram indian ocean, Pal pal pollution, Satire, Parody, Rahul Ram and Varun Grover, Paradox"
2019-12-23 , 11:42:15,2019-12-23 11:42:1577101338,SA,https://www.facebook.com/1954072204870360/posts/2532261750384733/,Sadhvi Pragya Thakur Creates Chaos In a Flight,क्यों यात्रियों ने साध्वी प्रज्ञा से कहा “आपको शर्म आनी चाहिए”?,X Do not use Viral X,Politics*,,,Politics,Viral,,,"News, Famous Personality, Violation","News, Famous Personality, Crime",Controversial,,"Controversial, Viral", voice of famous personality (fpv),famous personality (fp),,no music,No,square,,Famous Personality,Happy ,Pragya Thakur,Politics,"Sadhvi Pragya Singh, Sadhvi Pragya Singh Thakur flight, Sadhvi Pragya viral video, Sadhvi Pragya fight with passengers, Sadhvi Pragya fights in flight"
2019-12-24 , 02:30:15,2019-12-24 02:30:1577154600,SP,https://www.facebook.com/1954072204870360/posts/2532120143732227/,Rohit Sharma Breaks Jayasurya's 22-Year-Old Record,"अब किस रिकॉर्ड को तोड़ हिट हुए रोहित?

Rohit Sharma",Sports & Games,Sports & Games,,,Sports & Games,Sports & Games,,,"Cricket, Award/Achievement, Famous Personality","Cricket, Award/Achievement, Famous Personality",Trending,,"Trending, Informative",text only (to),famous personality (fp),,relevant,Yes,square,,Famous Personality,Proud,Rohit Sharma,Sport,"Rohit Sharma, Sanath Jayasurya, Rohit sharma highest runs in 2019, Rohit Sharma breaks Sanath Jayasurya's record, Rohit sharma double centur, rohit sharma"
2019-12-24 , 07:15:15,2019-12-24 07:15:1577171700,AK,https://www.facebook.com/1954072204870360/posts/2533059360304972/,Those 8 Days of Kandahar Hijack Terror,कंधार हाईजैक - कैसे खत्म हुए थे डर के वो 8 दिन?,Crime,Crime,,,Judiciary & Crime,Undefined,,,"Violence, Anniversary, Crime",Crime,Informative,,"Scary, Informative, Day-specific",text only (to),other,"Terrorist, Aeroplane ",relevant,Yes,square,,Other,Action,,,not editable
2019-12-31 , 09:30:15,2019-12-31 09:30:1577784600,SK,https://www.facebook.com/1954072204870360/posts/2540323129578595/,Farmer Becomes Millionaire By Producing Onions,"किस तरह खेती कर ये किसान कमा रहा है लाखों रुपए?

Ministry of Agriculture & Farmer’s Welfare, Government of India",X Do not use People,Business & Money,,,Business,People,,,"Agriculture, Person Specific, Small Business",Person Specific,Profile,,"Profile, Shocking/Surprising",text only (to),other,"onions, workers",neutral,Yes,square,,"Object, Commoner",Neutral ,,,"Agriculture & Farming, Farmers' Markets & Farm Stands, Farmer grows onion, mallikarjun, Rich farmer"
2019-12-27 , 15:00:15,2019-12-27 15:00:1577458802,,https://www.facebook.com/1954072204870360/posts/2535444810066427/,NEWJ Rewinds 2019 - Top 5 Twitter Trends Of 2019,"2019 में क्या थे ट्विटर के टॉप 5 ट्रेंडिंग हैशटैग?

#NEWJRewinds2019",X Do not use People,Undefined,,InternetSensation,Others,Undefined,,,News,"News, Facts",Compilation,,Compilation,text only (to),other,desktop/laptop screen,neutral,Yes,square,,Object,Neutral ,,,"Lok sabha elections, Pulwama, AYODHYA Verdict, Chandrayaan2, World Cup 2019, Twitter, Tweets, Hashtags"
2019-12-23 , 06:37:15,2019-12-23 06:37:1577083021,SA,https://www.facebook.com/1954072204870360/posts/2532053177072257/,Mamata Banerjee's 'CAA-CAA Chi-Chi' Protest,कौन सा रैप लेकर आईं ममता बैनर्जी?,X Do not use Viral X,Politics*,,,Politics,People,,,Protests/Rallies,Protests/Rallies,Controversial,,Controversial, voice of famous personality (fpv),famous personality (fp),,neutral,Yes,square,,Famous Personality,Neutral ,Mamta Banerjee,Politics,not editable
2019-12-24 , 04:30:15,2019-12-24 04:30:1577161800,AK,https://www.facebook.com/1954072204870360/posts/2532163343727907/,CAA Supporters Organised Peaceful Rallies,नागरिकता कानून पर फिर से क्यों सड़कों पर उतरे लोग?,X Do not use Viral X,Politics*,,,Politics,Politics*,,,"Protests/Rallies, News","Protests/Rallies, News",Trending,,"Informative, Trending",text only (to),Crowd,,loud,Yes,square,,Crowd,Action,,,"Nagpur, CAA Protest, CAA support rally, Peaceful rally in CAA support, Citizenship Amendment Act, NRC CAA Protest, CAA rally in Nagpur RSS BJP, RSS BJP organise CAA rally"
2019-12-23 , 14:43:15,2019-12-23 14:43:1577112189,"AK,DV",https://www.facebook.com/1954072204870360/posts/2532424340368474/,JMM-Congress Alliance Come Up Trumps In Jharkhand Elections 2019,"खंड खंड में आया झारखंड का परिणाम

Jharkhand Mukti Morcha - JMM Indian National Congress - Jharkhand BJP Jharkhand",Politics,Politics*,,,Politics,Politics*,,,"Elections, News","News, Facts",Informative,,Informative,text only (to),commoner (np),,neutral,Yes,square,,Commoner,Neutral ,,,"Indian National Congress, Jharkhand assembly polls, Hemant Soren, JMM, BJP loses in Jharkhand, Jharkhand elections"
2019-12-22 , 04:30:15,2019-12-22 04:30:1576989000,SA,https://www.facebook.com/1954072204870360/posts/2530047393939502/,Pakistan's Claim On Hyderabad Nizam's Treasure Falls Flat-Faced,"भारत के खिलाफ जाना पाकिस्तान को फिर पड़ा भारी, देना होगा 60 लाख पाउंड जुर्माना",Foreign Affairs,Foreign Affairs,,,Global News,Foreign Affairs,,,"Court Ruling, News","Judicial, News",Controversial,,Controversial,text only (to),commoner (np),,loud,Yes,square,,Object,Neutral ,,,"Nagpur, CAA Protest, CAA support rally, Peaceful rally in CAA support, Citizenship Amendment Act, NRC CAA Protest, CAA rally in Nagpur RSS BJP, RSS BJP organise CAA rally"
